Name,RA,Dec,exptime,median_counts
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_071443_Camera0.fits,0:46:45.5978,18:21:04.4488,3.093914985656738,1498.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_040536_Camera0.fits,327:50:38.5863,75:30:39.9726,5.408258199691772,1414.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_071556_Camera0.fits,331:31:12.2304,22:21:18.017,2.848356008529663,1468.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_040626_Camera0.fits,343:34:24.1742,1:01:21.9468,5.742632865905762,1419.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_071705_Camera0.fits,11:18:47.1947,40:40:53.757,3.15258002281189,1503.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_040716_Camera0.fits,319:09:34.4818,-9:58:06.5616,5.226280927658081,1428.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_071804_Camera0.fits,11:33:26.5156,40:40:54.0818,2.927070140838623,1489.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_040818_Camera0.fits,340:25:10.1483,21:25:42.7121,5.776927947998047,1416.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_072931_Camera0.fits,34:29:06.304,1:02:17.365,3.026158094406128,1522.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_040909_Camera0.fits,314:17:17.6196,18:23:11.0306,5.381100177764893,1421.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_073218_Camera0.fits,31:31:07.2733,21:26:22.2683,2.851745128631592,1499.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_041852_Camera0.fits,1:23:12.177,20:04:48.2633,2.856072187423706,1411.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_073110_Camera0.fits,10:18:17.2952,-9:59:48.0293,2.853111028671265,1490.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_042416_Camera0.fits,349:01:57.0951,1:43:49.358,3.150100946426392,1412.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_073329_Camera0.fits,5:28:31.8409,18:21:06.7466,3.107974052429199,1518.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_042535_Camera0.fits,348:22:15.2338,1:01:13.244,2.960209846496582,1413.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_073439_Camera0.fits,43:40:40.934,33:36:12.2014,3.149783849716187,1502.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_042918_Camera0.fits,348:30:20.4427,0:29:34.0278,3.111311912536621,1429.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_073622_Camera0.fits,336:39:03.5724,22:21:01.795,3.147818088531494,1482.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_043038_Camera0.fits,283:23:46.4378,33:01:44.873,3.059144020080566,1429.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_073937_Camera0.fits,37:00:57.4003,1:02:28.1655,2.845656156539917,1514.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_043424_Camera0.fits,287:12:13.1615,32:07:46.8151,2.850476980209351,1408.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_074018_Camera0.fits,12:35:27.3711,-9:59:44.737,3.152936935424805,1503.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_043645_Camera0.fits,24:56:04.1546,12:28:37.1022,3.153717041015625,1407.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_074817_Camera0.fits,35:31:21.3521,21:26:38.6113,3.086184978485107,1509.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_043801_Camera0.fits,289:08:53.4696,30:11:00.4306,2.887959003448486,1425.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_074715_Camera0.fits,14:20:10.7575,-9:59:41.945,2.877061128616333,1499.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_044039_Camera0.fits,285:48:38.9818,31:28:53.7723,2.866234064102173,1431.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_075541_Camera0.fits,41:02:34.3543,1:02:46.9169,3.125917911529541,1531.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_044159_Camera0.fits,283:23:46.5015,33:01:44.8959,2.998144149780273,1433.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_075645_Camera0.fits,16:43:07.5843,-9:59:37.2298,2.847522020339966,1504.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_050059_Camera0.fits,288:45:16.9743,30:30:20.106,3.156430959701538,1451.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_075747_Camera0.fits,37:54:12.0871,21:26:49.1445,3.157207012176514,1513.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_050902_Camera0.fits,349:29:12.4952,62:00:07.7967,2.944081783294678,1442.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_075848_Camera0.fits,11:49:25.685,18:21:13.8137,2.851794958114624,1405.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_050951_Camera0.fits,351:12:00.116,61:35:35.947,2.850605010986328,1445.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_075948_Camera0.fits,49:58:39.6323,33:36:46.0642,2.84788990020752,1494.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_052223_Camera0.fits,289:08:53.4373,30:11:00.3472,2.938297986984253,2233.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_080046_Camera0.fits,342:45:53.0803,22:20:46.3081,2.850167989730835,1482.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_052612_Camera0.fits,18:15:12.9217,20:05:09.7908,3.149271011352539,1991.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_080145_Camera0.fits,22:29:27.181,40:41:18.3728,2.852168083190918,1498.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_052803_Camera0.fits,4:02:13.0143,1:01:05.0186,3.15656304359436,2482.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_080244_Camera0.fits,348:43:10.0129,53:22:19.5627,2.930502891540527,1492.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_060856_Camera0.fits,14:16:56.8691,1:01:16.5964,3.020893096923828,1408.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_080345_Camera0.fits,47:36:25.0109,46:20:20.6427,2.940158843994141,1495.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_061629_Camera0.fits,351:12:00.1895,61:35:35.9976,3.093043088912964,1414.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_080446_Camera0.fits,37:02:39.1829,69:56:54.6007,3.128650903701782,1512.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_062110_Camera0.fits,355:36:38.1474,58:44:27.1377,3.126009941101074,1428.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_081553_Camera0.fits,21:31:05.1641,-9:59:26.0485,3.057265996932983,1528.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_063323_Camera0.fits,8:50:06.9265,43:53:48.029,2.903937101364136,1442.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_081656_Camera0.fits,42:42:19.2752,21:27:12.1037,2.915385007858276,1507.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_063857_Camera0.fits,82:10:45.2806,35:51:19.5935,2.893929004669189,1485.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_081803_Camera0.fits,16:37:26.8466,18:21:22.6823,2.914312124252319,1521.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_064252_Camera0.fits,322:57:00.009,48:26:00.016,2.849661827087402,1460.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_081904_Camera0.fits,54:48:10.4205,33:37:14.1971,3.152405977249146,1504.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_065716_Camera0.fits,329:01:59.5527,46:41:29.2103,2.852601051330566,1463.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_082005_Camera0.fits,347:36:08.573,22:20:37.5399,3.152343034744263,1497.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_070209_Camera0.fits,322:57:00.0244,48:26:00.0006,3.150203943252563,1476.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_082103_Camera0.fits,27:19:28.4798,40:41:33.6348,2.8542320728302,1500.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_070736_Camera0.fits,82:10:45.0571,35:51:18.0278,2.850023984909058,1516.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_082204_Camera0.fits,353:33:17.2178,53:22:14.6459,3.152328968048096,1501.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_070917_Camera0.fits,82:23:44.8918,35:51:19.5669,2.986204147338867,1527.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_082306_Camera0.fits,52:26:58.924,46:20:47.8627,3.020898818969727,1498.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_071026_Camera0.fits,29:42:05.8066,1:01:59.0516,3.009093999862671,1405.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_082405_Camera0.fits,41:51:47.0643,69:57:17.401,3.153709888458252,1514.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_071136_Camera0.fits,5:23:22.936,-9:59:52.612,2.852466106414795,1478.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_084506_Camera0.fits,28:49:22.0941,-9:59:03.5706,3.072479009628296,1549.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_071244_Camera0.fits,26:37:09.7995,21:26:04.5854,3.08241605758667,1501.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_121544_Camera0.fits,120:53:35.2699,20:15:27.4739,5.226187944412231,1500.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_071345_Camera0.fits,26:52:22.0761,21:26:05.3661,2.931265830993652,1504.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_074057_Camera0.fits,33:41:14.7405,21:26:30.9177,3.082356929779053,1507.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_123243_Camera0.fits,165:55:55.2372,61:45:03.7418,5.466073036193848,1550.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_074138_Camera0.fits,7:31:24.8132,18:21:08.4799,2.863694906234741,1512.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_124420_Camera0.fits,128:04:18.9368,20:16:10.8279,5.449025869369507,1503.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_074217_Camera0.fits,45:35:25.274,33:36:22.1183,2.982975006103516,1498.00
/scr2/viraj/winter_data/commissioning/raw/20210802/SUMMER_20210802_074611_Camera0.fits,38:39:56.665,1:02:35.6297,2.929934024810791,1519.00
